sample_id,batch_id,cultivar_code,outer_fold
CHL_A185_B01-0010,CHL_A185_B01,CHL,4
CHL_A185_B01-0011,CHL_A185_B01,CHL,4
CHL_A185_B01-0012,CHL_A185_B01,CHL,1
CHL_A185_B01-0014,CHL_A185_B01,CHL,5
CHL_A185_B01-0015,CHL_A185_B01,CHL,4
CHL_A185_B01-0016,CHL_A185_B01,CHL,3
CHL_A185_B01-0017,CHL_A185_B01,CHL,5
CHL_A185_B01-0018,CHL_A185_B01,CHL,1
CHL_A185_B01-0019,CHL_A185_B01,CHL,1
CHL_A185_B01-0020,CHL_A185_B01,CHL,2
CHL_A185_B01-0021,CHL_A185_B01,CHL,1
CHL_A185_B01-0022,CHL_A185_B01,CHL,4
CHL_A185_B01-0023,CHL_A185_B01,CHL,1
CHL_A185_B01-0024,CHL_A185_B01,CHL,2
CHL_A185_B01-0025,CHL_A185_B01,CHL,1
CHL_A185_B01-0027,CHL_A185_B01,CHL,3
CHL_A185_B01-0028,CHL_A185_B01,CHL,4
CHL_A185_B01-0029,CHL_A185_B01,CHL,5
CHL_A185_B01-0031,CHL_A185_B01,CHL,3
CHL_A185_B01-0032,CHL_A185_B01,CHL,5
CHL_A185_B01-0033,CHL_A185_B01,CHL,4
CHL_A185_B01-0034,CHL_A185_B01,CHL,2
CHL_A185_B01-0035,CHL_A185_B01,CHL,5
CHL_A185_B01-0036,CHL_A185_B01,CHL,1
CHL_A185_B01-0037,CHL_A185_B01,CHL,5
CHL_A185_B01-0038,CHL_A185_B01,CHL,1
CHL_A185_B01-0039,CHL_A185_B01,CHL,1
CHL_A185_B01-0040,CHL_A185_B01,CHL,2
CHL_A185_B01-0041,CHL_A185_B01,CHL,5
CHL_A185_B01-0042,CHL_A185_B01,CHL,1
CHL_A185_B01-0043,CHL_A185_B01,CHL,4
CHL_A185_B01-0044,CHL_A185_B01,CHL,5
CHL_A185_B01-0045,CHL_A185_B01,CHL,5
CHL_A185_B01-0046,CHL_A185_B01,CHL,2
CHL_A185_B01-0047,CHL_A185_B01,CHL,3
CHL_A185_B01-0049,CHL_A185_B01,CHL,2
CHL_A185_B01-0050,CHL_A185_B01,CHL,2
CHL_A185_B01-0051,CHL_A185_B01,CHL,4
CHL_A185_B01-0052,CHL_A185_B01,CHL,5
CHL_A185_B01-0055,CHL_A185_B01,CHL,5
CHL_A185_B01-0056,CHL_A185_B01,CHL,4
CHL_A185_B01-0057,CHL_A185_B01,CHL,5
CHL_A185_B01-0059,CHL_A185_B01,CHL,2
CHL_A185_B01-0061,CHL_A185_B01,CHL,5
CHL_A185_B01-0062,CHL_A185_B01,CHL,2
CHL_A185_B01-0063,CHL_A185_B01,CHL,1
CHL_A185_B01-0064,CHL_A185_B01,CHL,5
CHL_A185_B01-0065,CHL_A185_B01,CHL,5
CHL_A185_B01-0066,CHL_A185_B01,CHL,1
CHL_A185_B01-0067,CHL_A185_B01,CHL,3
CHL_A185_B01-0068,CHL_A185_B01,CHL,3
CHL_A185_B01-0069,CHL_A185_B01,CHL,1
CHL_A185_B01-0070,CHL_A185_B01,CHL,1
CHL_A185_B01-0071,CHL_A185_B01,CHL,1
CHL_A185_B01-0073,CHL_A185_B01,CHL,1
CHL_A185_B01-0074,CHL_A185_B01,CHL,1
CHL_A185_B01-0075,CHL_A185_B01,CHL,3
CHL_A185_B01-0076,CHL_A185_B01,CHL,3
CHL_A185_B01-0077,CHL_A185_B01,CHL,2
CHL_A185_B01-0078,CHL_A185_B01,CHL,2
CHL_A185_B01-0079,CHL_A185_B01,CHL,1
CHL_A185_B01-0080,CHL_A185_B01,CHL,1
CHL_A185_B01-0081,CHL_A185_B01,CHL,2
CHL_A185_B01-0082,CHL_A185_B01,CHL,3
CHL_A185_B01-0083,CHL_A185_B01,CHL,4
CHL_A185_B01-0084,CHL_A185_B01,CHL,4
CHL_A185_B01-0085,CHL_A185_B01,CHL,5
CHL_A185_B01-0086,CHL_A185_B01,CHL,1
CHL_A185_B01-0087,CHL_A185_B01,CHL,3
CHL_A185_B01-0089,CHL_A185_B01,CHL,3
CHL_A185_B01-0090,CHL_A185_B01,CHL,4
CHL_A185_B01-0091,CHL_A185_B01,CHL,5
CHL_A185_B01-0092,CHL_A185_B01,CHL,4
CHL_A185_B01-0094,CHL_A185_B01,CHL,5
CHL_A185_B01-0095,CHL_A185_B01,CHL,5
CHL_A185_B01-0097,CHL_A185_B01,CHL,2
CHL_A185_B01-0098,CHL_A185_B01,CHL,5
CHL_A185_B01-0099,CHL_A185_B01,CHL,1
CHL_A185_B01-0100,CHL_A185_B01,CHL,3
CHL_A185_B01-0101,CHL_A185_B01,CHL,4
CHL_A185_B01-0102,CHL_A185_B01,CHL,2
CHL_A185_B01-0103,CHL_A185_B01,CHL,4
CHL_A185_B01-0104,CHL_A185_B01,CHL,5
CHL_A185_B01-0105,CHL_A185_B01,CHL,2
CHL_A185_B01-0106,CHL_A185_B01,CHL,2
CHL_A185_B01-0107,CHL_A185_B01,CHL,5
CHL_A185_B01-0108,CHL_A185_B01,CHL,5
CHL_A185_B01-0109,CHL_A185_B01,CHL,1
CHL_A185_B01-0110,CHL_A185_B01,CHL,4
CHL_A185_B01-0111,CHL_A185_B01,CHL,1
CHL_A185_B01-0112,CHL_A185_B01,CHL,1
CHL_A185_B01-0113,CHL_A185_B01,CHL,1
CHL_A185_B01-0114,CHL_A185_B01,CHL,5
CHL_A185_B01-0115,CHL_A185_B01,CHL,1
CHL_A185_B01-0116,CHL_A185_B01,CHL,3
CHL_A185_B01-0117,CHL_A185_B01,CHL,5
CHL_A185_B01-0118,CHL_A185_B01,CHL,2
CHL_A185_B01-0119,CHL_A185_B01,CHL,5
CHL_A185_B01-0120,CHL_A185_B01,CHL,3
CHL_A185_B01-0122,CHL_A185_B01,CHL,1
CHL_A185_B01-0123,CHL_A185_B01,CHL,4
CHL_A185_B01-0124,CHL_A185_B01,CHL,4
CHL_A185_B01-0126,CHL_A185_B01,CHL,3
CHL_A185_B01-0127,CHL_A185_B01,CHL,4
CHL_A185_B01-0128,CHL_A185_B01,CHL,5
CHL_A185_B01-0129,CHL_A185_B01,CHL,2
CHL_A185_B01-0130,CHL_A185_B01,CHL,3
CHL_A185_B01-0131,CHL_A185_B01,CHL,3
CHL_A185_B01-0132,CHL_A185_B01,CHL,2
CHL_A185_B01-0133,CHL_A185_B01,CHL,3
CHL_A185_B01-0134,CHL_A185_B01,CHL,5
CHL_A185_B01-0135,CHL_A185_B01,CHL,2
CHL_A185_B01-0136,CHL_A185_B01,CHL,1
CHL_A185_B01-0137,CHL_A185_B01,CHL,1
CHL_A185_B01-0138,CHL_A185_B01,CHL,2
CHL_A185_B01-0139,CHL_A185_B01,CHL,2
CHL_A185_B01-0140,CHL_A185_B01,CHL,4
CHL_A185_B01-0141,CHL_A185_B01,CHL,4
CHL_A185_B01-0142,CHL_A185_B01,CHL,5
CHL_A185_B01-0145,CHL_A185_B01,CHL,2
CHL_A185_B01-0146,CHL_A185_B01,CHL,4
CHL_A185_B01-0147,CHL_A185_B01,CHL,2
CHL_A185_B01-0148,CHL_A185_B01,CHL,1
CHL_A185_B01-0149,CHL_A185_B01,CHL,1
CHL_A185_B01-0150,CHL_A185_B01,CHL,2
CHL_A185_B01-0151,CHL_A185_B01,CHL,2
CHL_A185_B01-0153,CHL_A185_B01,CHL,3
CHL_A185_B01-0154,CHL_A185_B01,CHL,5
CHL_A185_B01-0155,CHL_A185_B01,CHL,1
CHL_A185_B01-0156,CHL_A185_B01,CHL,5
CHL_A185_B01-0158,CHL_A185_B01,CHL,3
CHL_A185_B01-0159,CHL_A185_B01,CHL,3
CHL_A185_B01-0160,CHL_A185_B01,CHL,4
CHL_A185_B01-0161,CHL_A185_B01,CHL,4
CHL_A185_B01-0162,CHL_A185_B01,CHL,5
CHL_A185_B01-0163,CHL_A185_B01,CHL,3
CHL_A185_B01-0164,CHL_A185_B01,CHL,1
CHL_A185_B01-0165,CHL_A185_B01,CHL,2
CHL_A185_B01-0166,CHL_A185_B01,CHL,5
CHL_A185_B01-0167,CHL_A185_B01,CHL,5
CHL_A185_B01-0168,CHL_A185_B01,CHL,2
CHL_A185_B01-0169,CHL_A185_B01,CHL,5
CHL_A185_B01-0170,CHL_A185_B01,CHL,1
CHL_A185_B01-0172,CHL_A185_B01,CHL,4
CHL_A185_B01-0174,CHL_A185_B01,CHL,1
CHL_A185_B01-0175,CHL_A185_B01,CHL,2
CHL_A185_B01-0176,CHL_A185_B01,CHL,2
CHL_A185_B01-0177,CHL_A185_B01,CHL,5
CHL_A185_B01-0178,CHL_A185_B01,CHL,4
CHL_A185_B01-0179,CHL_A185_B01,CHL,3
CHL_A185_B01-0180,CHL_A185_B01,CHL,2
CHL_A185_B01-0181,CHL_A185_B01,CHL,3
CHL_A185_B01-0183,CHL_A185_B01,CHL,4
CHL_A185_B01-0188,CHL_A185_B01,CHL,4
CHL_A185_B01-0189,CHL_A185_B01,CHL,2
CHL_A185_B01-0190,CHL_A185_B01,CHL,5
CHL_A185_B01-0191,CHL_A185_B01,CHL,1
CHL_A185_B01-0194,CHL_A185_B01,CHL,5
CHL_A185_B01-0196,CHL_A185_B01,CHL,3
CHL_A185_B01-0197,CHL_A185_B01,CHL,2
CHL_A185_B01-0198,CHL_A185_B01,CHL,3
CHL_A185_B01-0199,CHL_A185_B01,CHL,4
CHL_A185_B01-0203,CHL_A185_B01,CHL,5
CHL_A185_B01-0204,CHL_A185_B01,CHL,5
CHL_A185_B01-0205,CHL_A185_B01,CHL,2
CHL_A185_B01-0206,CHL_A185_B01,CHL,3
CHL_A185_B01-0209,CHL_A185_B01,CHL,2
CHL_A185_B01-0213,CHL_A185_B01,CHL,4
CHL_A185_B01-0214,CHL_A185_B01,CHL,4
CHL_A185_B01-0215,CHL_A185_B01,CHL,4
CHL_A185_B01-0218,CHL_A185_B01,CHL,5
CHL_A185_B01-0219,CHL_A185_B01,CHL,2
CHL_A185_B01-0220,CHL_A185_B01,CHL,4
CHL_A185_B01-0221,CHL_A185_B01,CHL,1
CHL_A185_B01-0222,CHL_A185_B01,CHL,5
CHL_A185_B01-0227,CHL_A185_B01,CHL,4
CHL_A185_B01-0230,CHL_A185_B01,CHL,3
CHL_A185_B01-0231,CHL_A185_B01,CHL,3
CHL_A185_B01-0232,CHL_A185_B01,CHL,3
CHL_A185_B01-0233,CHL_A185_B01,CHL,3
CHL_A185_B01-0234,CHL_A185_B01,CHL,4
CHL_A185_B01-0236,CHL_A185_B01,CHL,4
CHL_A185_B01-0238,CHL_A185_B01,CHL,4
CHL_A185_B01-0240,CHL_A185_B01,CHL,5
CHL_A185_B01-0241,CHL_A185_B01,CHL,3
CHL_A185_B01-0242,CHL_A185_B01,CHL,2
CHL_A185_B01-0243,CHL_A185_B01,CHL,2
CHL_A185_B01-0244,CHL_A185_B01,CHL,1
CHL_A185_B01-0245,CHL_A185_B01,CHL,3
CHL_A185_B01-0246,CHL_A185_B01,CHL,4
CHL_A185_B01-0247,CHL_A185_B01,CHL,4
CHL_A185_B01-0248,CHL_A185_B01,CHL,1
CHL_A185_B01-0249,CHL_A185_B01,CHL,4
CHL_A185_B01-0250,CHL_A185_B01,CHL,2
CHL_A185_B01-0251,CHL_A185_B01,CHL,4
CHL_A185_B01-0252,CHL_A185_B01,CHL,4
CHL_A185_B01-0255,CHL_A185_B01,CHL,3
CHL_A185_B01-0256,CHL_A185_B01,CHL,4
CHL_A185_B01-0257,CHL_A185_B01,CHL,2
CHL_A185_B01-0258,CHL_A185_B01,CHL,3
CHL_A185_B01-0259,CHL_A185_B01,CHL,3
CHL_A185_B01-0260,CHL_A185_B01,CHL,4
CHL_A185_B01-0261,CHL_A185_B01,CHL,5
CHL_A185_B01-0262,CHL_A185_B01,CHL,3
CHL_A185_B01-0263,CHL_A185_B01,CHL,5
CHL_A185_B01-0265,CHL_A185_B01,CHL,3
CHL_A185_B01-0266,CHL_A185_B01,CHL,3
CHL_A185_B01-0267,CHL_A185_B01,CHL,4
CHL_A185_B01-0268,CHL_A185_B01,CHL,5
CHL_A185_B01-0269,CHL_A185_B01,CHL,1
CHL_A185_B01-0270,CHL_A185_B01,CHL,2
CHL_A185_B01-0271,CHL_A185_B01,CHL,3
CHL_A185_B01-0272,CHL_A185_B01,CHL,1
CHL_A185_B01-0273,CHL_A185_B01,CHL,1
CHL_A185_B01-0274,CHL_A185_B01,CHL,5
CHL_A185_B01-0275,CHL_A185_B01,CHL,5
CHL_A185_B01-0276,CHL_A185_B01,CHL,2
CHL_A185_B01-0277,CHL_A185_B01,CHL,1
CHL_A185_B01-0278,CHL_A185_B01,CHL,4
CHL_A185_B01-0280,CHL_A185_B01,CHL,5
CHL_A185_B01-0281,CHL_A185_B01,CHL,5
CHL_A185_B01-0282,CHL_A185_B01,CHL,5
CHL_A185_B01-0284,CHL_A185_B01,CHL,3
CHL_A185_B01-0286,CHL_A185_B01,CHL,3
CHL_A185_B01-0287,CHL_A185_B01,CHL,1
CHL_A185_B01-0288,CHL_A185_B01,CHL,2
CHL_A185_B01-0289,CHL_A185_B01,CHL,1
CHL_A185_B01-0290,CHL_A185_B01,CHL,4
CHL_A185_B01-0291,CHL_A185_B01,CHL,4
CHL_A185_B01-0293,CHL_A185_B01,CHL,3
CHL_A185_B01-0294,CHL_A185_B01,CHL,2
CHL_A185_B01-0295,CHL_A185_B01,CHL,1
CHL_A185_B01-0296,CHL_A185_B01,CHL,4
CHL_A185_B01-0297,CHL_A185_B01,CHL,2
CHL_A185_B01-0298,CHL_A185_B01,CHL,4
CHL_A185_B01-0299,CHL_A185_B01,CHL,2
CHL_A185_B01-0300,CHL_A185_B01,CHL,5
CHL_A185_B01-0301,CHL_A185_B01,CHL,2
CHL_A185_B01-0302,CHL_A185_B01,CHL,3
CHL_A185_B01-0303,CHL_A185_B01,CHL,1
CHL_A185_B01-0304,CHL_A185_B01,CHL,4
CHL_A185_B01-0305,CHL_A185_B01,CHL,2
CHL_A185_B01-0306,CHL_A185_B01,CHL,4
CHL_A185_B01-0307,CHL_A185_B01,CHL,2
CHL_A185_B01-0308,CHL_A185_B01,CHL,1
CHL_A185_B01-0309,CHL_A185_B01,CHL,1
CHL_A185_B01-0310,CHL_A185_B01,CHL,2
CHL_A185_B01-0311,CHL_A185_B01,CHL,4
CHL_A185_B01-0312,CHL_A185_B01,CHL,4
CHL_A185_B01-0313,CHL_A185_B01,CHL,2
CHL_A185_B01-0314,CHL_A185_B01,CHL,2
CHL_A185_B01-0315,CHL_A185_B01,CHL,5
CHL_A185_B01-0316,CHL_A185_B01,CHL,4
CHL_A185_B01-0317,CHL_A185_B01,CHL,1
CHL_A185_B01-0318,CHL_A185_B01,CHL,2
CHL_A185_B01-0319,CHL_A185_B01,CHL,1
CHL_A185_B01-0320,CHL_A185_B01,CHL,4
CHL_A185_B01-0321,CHL_A185_B01,CHL,5
CHL_A185_B01-0322,CHL_A185_B01,CHL,1
CHL_A185_B01-0323,CHL_A185_B01,CHL,1
CHL_A185_B01-0324,CHL_A185_B01,CHL,3
CHL_A185_B01-0325,CHL_A185_B01,CHL,3
CHL_A185_B01-0326,CHL_A185_B01,CHL,3
CHL_A185_B01-0327,CHL_A185_B01,CHL,5
CHL_A185_B01-0328,CHL_A185_B01,CHL,3
CHL_A185_B01-0329,CHL_A185_B01,CHL,5
CHL_A185_B01-0330,CHL_A185_B01,CHL,1
CHL_A185_B01-0331,CHL_A185_B01,CHL,3
CHL_A185_B01-0332,CHL_A185_B01,CHL,3
CHL_A185_B01-0333,CHL_A185_B01,CHL,1
CHL_A185_B01-0334,CHL_A185_B01,CHL,4
CHL_A185_B01-0335,CHL_A185_B01,CHL,2
CHL_A185_B01-0336,CHL_A185_B01,CHL,3
CHL_A185_B01-0337,CHL_A185_B01,CHL,2
CHL_A185_B01-0338,CHL_A185_B01,CHL,3
CHL_A185_B01-0339,CHL_A185_B01,CHL,3
CHL_A185_B01-0340,CHL_A185_B01,CHL,3
CHL_A185_B01-0341,CHL_A185_B01,CHL,3
CHL_A185_B01-0342,CHL_A185_B01,CHL,1
CHL_A185_B01-0343,CHL_A185_B01,CHL,3
CHL_A185_B01-0344,CHL_A185_B01,CHL,2
CHL_A185_B01-0345,CHL_A185_B01,CHL,4
CHL_A185_B01-0346,CHL_A185_B01,CHL,3
CHL_A185_B01-0347,CHL_A185_B01,CHL,3
CHL_A185_B01-0348,CHL_A185_B01,CHL,4
CHL_A185_B01-0349,CHL_A185_B01,CHL,3
CHL_A185_B01-0350,CHL_A185_B01,CHL,2
FRL_B01-0001,FRL_B01,FRL,3
FRL_B01-0002,FRL_B01,FRL,2
FRL_B01-0003,FRL_B01,FRL,5
FRL_B01-0004,FRL_B01,FRL,1
FRL_B01-0005,FRL_B01,FRL,2
FRL_B01-0006,FRL_B01,FRL,2
FRL_B01-0007,FRL_B01,FRL,3
FRL_B01-0009,FRL_B01,FRL,4
FRL_B01-0010,FRL_B01,FRL,2
FRL_B01-0011,FRL_B01,FRL,5
FRL_B01-0012,FRL_B01,FRL,1
FRL_B01-0013,FRL_B01,FRL,3
FRL_B01-0014,FRL_B01,FRL,1
FRL_B01-0015,FRL_B01,FRL,5
FRL_B01-0016,FRL_B01,FRL,1
FRL_B01-0017,FRL_B01,FRL,4
FRL_B01-0018,FRL_B01,FRL,3
FRL_B01-0019,FRL_B01,FRL,5
FRL_B01-0020,FRL_B01,FRL,1
FRL_B01-0021,FRL_B01,FRL,3
FRL_B01-0022,FRL_B01,FRL,5
FRL_B01-0023,FRL_B01,FRL,3
FRL_B01-0024,FRL_B01,FRL,5
FRL_B01-0025,FRL_B01,FRL,4
FRL_B01-0026,FRL_B01,FRL,1
FRL_B01-0027,FRL_B01,FRL,4
FRL_B01-0028,FRL_B01,FRL,5
FRL_B01-0030,FRL_B01,FRL,4
FRL_B01-0031,FRL_B01,FRL,3
FRL_B01-0032,FRL_B01,FRL,2
FRL_B01-0033,FRL_B01,FRL,5
FRL_B01-0034,FRL_B01,FRL,4
FRL_B01-0035,FRL_B01,FRL,3
FRL_B01-0036,FRL_B01,FRL,2
FRL_B01-0037,FRL_B01,FRL,1
FRL_B01-0038,FRL_B01,FRL,1
FRL_B01-0039,FRL_B01,FRL,3
FRL_B01-0040,FRL_B01,FRL,4
FRL_B01-0041,FRL_B01,FRL,2
FRL_B01-0042,FRL_B01,FRL,4
FRL_B01-0043,FRL_B01,FRL,1
FRL_B01-0044,FRL_B01,FRL,3
FRL_B01-0045,FRL_B01,FRL,1
FRL_B01-0046,FRL_B01,FRL,3
FRL_B01-0047,FRL_B01,FRL,2
FRL_B01-0048,FRL_B01,FRL,5
FRL_B01-0049,FRL_B01,FRL,3
FRL_B01-0051,FRL_B01,FRL,2
FRL_B01-0052,FRL_B01,FRL,3
FRL_B01-0053,FRL_B01,FRL,1
FRL_B01-0054,FRL_B01,FRL,3
FRL_B01-0055,FRL_B01,FRL,4
FRL_B01-0057,FRL_B01,FRL,5
FRL_B01-0058,FRL_B01,FRL,5
FRL_B01-0059,FRL_B01,FRL,3
FRL_B01-0060,FRL_B01,FRL,2
FRL_B01-0061,FRL_B01,FRL,1
FRL_B01-0064,FRL_B01,FRL,1
FRL_B01-0065,FRL_B01,FRL,5
FRL_B01-0066,FRL_B01,FRL,3
FRL_B01-0067,FRL_B01,FRL,4
FRL_B01-0068,FRL_B01,FRL,4
FRL_B01-0069,FRL_B01,FRL,3
FRL_B01-0070,FRL_B01,FRL,3
FRL_B01-0071,FRL_B01,FRL,2
FRL_B01-0072,FRL_B01,FRL,2
FRL_B01-0073,FRL_B01,FRL,4
FRL_B01-0074,FRL_B01,FRL,5
FRL_B01-0075,FRL_B01,FRL,1
FRL_B01-0076,FRL_B01,FRL,5
FRL_B01-0077,FRL_B01,FRL,2
FRL_B01-0078,FRL_B01,FRL,3
FRL_B01-0079,FRL_B01,FRL,3
FRL_B01-0080,FRL_B01,FRL,3
FRL_B01-0081,FRL_B01,FRL,4
FRL_B01-0082,FRL_B01,FRL,2
FRL_B01-0084,FRL_B01,FRL,5
FRL_B01-0085,FRL_B01,FRL,5
FRL_B01-0086,FRL_B01,FRL,3
FRL_B01-0087,FRL_B01,FRL,2
FRL_B01-0088,FRL_B01,FRL,4
FRL_B01-0089,FRL_B01,FRL,3
FRL_B01-0090,FRL_B01,FRL,3
FRL_B01-0091,FRL_B01,FRL,5
FRL_B01-0092,FRL_B01,FRL,4
FRL_B01-0096,FRL_B01,FRL,1
FRL_B01-0097,FRL_B01,FRL,3
FRL_B01-0098,FRL_B01,FRL,2
FRL_B01-0100,FRL_B01,FRL,4
FRL_B01-0101,FRL_B01,FRL,4
FRL_B01-0103,FRL_B01,FRL,5
FRL_B01-0104,FRL_B01,FRL,1
FRL_B01-0105,FRL_B01,FRL,5
FRL_B01-0106,FRL_B01,FRL,2
FRL_B01-0107,FRL_B01,FRL,4
FRL_B01-0109,FRL_B01,FRL,1
FRL_B01-0110,FRL_B01,FRL,5
FRL_B01-0111,FRL_B01,FRL,1
FRL_B01-0112,FRL_B01,FRL,3
FRL_B01-0113,FRL_B01,FRL,3
FRL_B01-0114,FRL_B01,FRL,5
FRL_B01-0115,FRL_B01,FRL,2
FRL_B01-0116,FRL_B01,FRL,2
FRL_B01-0117,FRL_B01,FRL,2
FRL_B01-0118,FRL_B01,FRL,4
FRL_B01-0125,FRL_B01,FRL,4
FRL_B01-0126,FRL_B01,FRL,4
FRL_B01-0127,FRL_B01,FRL,4
FRL_B01-0128,FRL_B01,FRL,5
FRL_B01-0129,FRL_B01,FRL,4
FRL_B01-0130,FRL_B01,FRL,2
FRL_B01-0132,FRL_B01,FRL,4
FRL_B01-0133,FRL_B01,FRL,4
FRL_B01-0134,FRL_B01,FRL,2
FRL_B01-0135,FRL_B01,FRL,1
FRL_B01-0136,FRL_B01,FRL,4
FRL_B01-0137,FRL_B01,FRL,3
FRL_B01-0138,FRL_B01,FRL,1
FRL_B01-0139,FRL_B01,FRL,2
FRL_B01-0140,FRL_B01,FRL,4
FRL_B01-0141,FRL_B01,FRL,4
FRL_B01-0142,FRL_B01,FRL,1
FRL_B01-0143,FRL_B01,FRL,2
FRL_B01-0144,FRL_B01,FRL,1
FRL_B01-0145,FRL_B01,FRL,4
FRL_B01-0146,FRL_B01,FRL,4
FRL_B01-0147,FRL_B01,FRL,4
FRL_B01-0148,FRL_B01,FRL,1
FRL_B01-0149,FRL_B01,FRL,3
FRL_B01-0150,FRL_B01,FRL,3
FRL_B01-0151,FRL_B01,FRL,4
FRL_B01-0152,FRL_B01,FRL,2
FRL_B01-0153,FRL_B01,FRL,4
FRL_B01-0154,FRL_B01,FRL,3
FRL_B01-0155,FRL_B01,FRL,4
FRL_B01-0156,FRL_B01,FRL,1
FRL_B01-0157,FRL_B01,FRL,2
FRL_B01-0158,FRL_B01,FRL,1
FRL_B01-0159,FRL_B01,FRL,5
FRL_B01-0160,FRL_B01,FRL,5
FRL_B01-0161,FRL_B01,FRL,1
FRL_B01-0162,FRL_B01,FRL,5
FRL_B01-0163,FRL_B01,FRL,5
FRL_B01-0164,FRL_B01,FRL,3
FRL_B01-0165,FRL_B01,FRL,5
FRL_B01-0166,FRL_B01,FRL,4
FRL_B01-0167,FRL_B01,FRL,2
FRL_B01-0168,FRL_B01,FRL,3
FRL_B01-0169,FRL_B01,FRL,3
FRL_B01-0170,FRL_B01,FRL,3
FRL_B01-0171,FRL_B01,FRL,3
FRL_B01-0173,FRL_B01,FRL,5
FRL_B01-0174,FRL_B01,FRL,3
FRL_B01-0176,FRL_B01,FRL,3
FRL_B01-0177,FRL_B01,FRL,4
FRL_B01-0178,FRL_B01,FRL,2
FRL_B01-0179,FRL_B01,FRL,4
FRL_B01-0180,FRL_B01,FRL,5
FRL_B01-0181,FRL_B01,FRL,3
FRL_B01-0182,FRL_B01,FRL,2
FRL_B01-0183,FRL_B01,FRL,5
FRL_B01-0184,FRL_B01,FRL,3
FRL_B01-0185,FRL_B01,FRL,3
FRL_B01-0186,FRL_B01,FRL,2
FRL_B01-0187,FRL_B01,FRL,4
FRL_B01-0188,FRL_B01,FRL,1
FRL_B01-0189,FRL_B01,FRL,1
FRL_B01-0190,FRL_B01,FRL,5
FRL_B01-0191,FRL_B01,FRL,5
FRL_B01-0192,FRL_B01,FRL,5
FRL_B01-0193,FRL_B01,FRL,1
FRL_B01-0194,FRL_B01,FRL,4
FRL_B01-0195,FRL_B01,FRL,5
FRL_B01-0196,FRL_B01,FRL,3
FRL_B01-0197,FRL_B01,FRL,2
FRL_B01-0198,FRL_B01,FRL,2
FRL_B01-0199,FRL_B01,FRL,2
FRL_B01-0201,FRL_B01,FRL,2
FRL_B01-0202,FRL_B01,FRL,4
FRL_B01-0203,FRL_B01,FRL,3
FRL_B01-0204,FRL_B01,FRL,5
FRL_B01-0205,FRL_B01,FRL,4
FRL_B01-0206,FRL_B01,FRL,1
FRL_B01-0207,FRL_B01,FRL,1
FRL_B01-0208,FRL_B01,FRL,3
FRL_B01-0209,FRL_B01,FRL,2
FRL_B01-0210,FRL_B01,FRL,1
FRL_B01-0211,FRL_B01,FRL,5
FRL_B01-0212,FRL_B01,FRL,1
FRL_B01-0213,FRL_B01,FRL,5
FRL_B01-0214,FRL_B01,FRL,3
FRL_B01-0215,FRL_B01,FRL,4
FRL_B01-0216,FRL_B01,FRL,2
FRL_B01-0217,FRL_B01,FRL,3
FRL_B01-0219,FRL_B01,FRL,5
FRL_B01-0220,FRL_B01,FRL,1
FRL_B01-0221,FRL_B01,FRL,1
FRL_B01-0222,FRL_B01,FRL,1
FRL_B01-0223,FRL_B01,FRL,5
FRL_B01-0224,FRL_B01,FRL,3
FRL_B01-0225,FRL_B01,FRL,4
FRL_B01-0226,FRL_B01,FRL,4
FRL_B01-0227,FRL_B01,FRL,2
FRL_B01-0228,FRL_B01,FRL,1
FRL_B01-0229,FRL_B01,FRL,2
FRL_B01-0230,FRL_B01,FRL,5
FRL_B01-0231,FRL_B01,FRL,2
FRL_B01-0232,FRL_B01,FRL,2
FRL_B01-0233,FRL_B01,FRL,3
FRL_B01-0235,FRL_B01,FRL,1
FRL_B01-0236,FRL_B01,FRL,1
FRL_B01-0240,FRL_B01,FRL,1
FRL_B01-0241,FRL_B01,FRL,4
FRL_B01-0242,FRL_B01,FRL,5
FRL_B01-0243,FRL_B01,FRL,4
FRL_B01-0245,FRL_B01,FRL,4
FRL_B01-0247,FRL_B01,FRL,5
FRL_B01-0248,FRL_B01,FRL,2
FRL_B01-0249,FRL_B01,FRL,3
FRL_B01-0251,FRL_B01,FRL,2
FRL_B01-0252,FRL_B01,FRL,5
FRL_B01-0253,FRL_B01,FRL,1
FRL_B01-0254,FRL_B01,FRL,1
FRL_B01-0255,FRL_B01,FRL,1
FRL_B01-0256,FRL_B01,FRL,4
FRL_B01-0258,FRL_B01,FRL,5
FRL_B01-0259,FRL_B01,FRL,2
FRL_B01-0260,FRL_B01,FRL,5
FRL_B01-0261,FRL_B01,FRL,2
FRL_B01-0262,FRL_B01,FRL,3
FRL_B01-0263,FRL_B01,FRL,2
FRL_B01-0264,FRL_B01,FRL,5
FRL_B01-0265,FRL_B01,FRL,4
FRL_B01-0266,FRL_B01,FRL,3
FRL_B01-0268,FRL_B01,FRL,1
FRL_B01-0269,FRL_B01,FRL,1
FRL_B01-0270,FRL_B01,FRL,5
FRL_B01-0271,FRL_B01,FRL,3
FRL_B01-0273,FRL_B01,FRL,2
FRL_B01-0274,FRL_B01,FRL,5
FRL_B01-0275,FRL_B01,FRL,5
FRL_B01-0276,FRL_B01,FRL,4
FRL_B01-0278,FRL_B01,FRL,4
FRL_B01-0279,FRL_B01,FRL,4
FRL_B01-0280,FRL_B01,FRL,1
